Starting tests...
acl_userdir(_alpha0, r, r, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rw, x, rwx) -> (0, 0, 1) OK
acl_userdir(_alpha2, r, rw, x, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha3, r, rw, x, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, r, rw, x, w) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rw, x, w) -> (0, 0, 1) OK
acl_userdir(_alpha2, r, rw, x, w) -> (1, 1, 0) OK
acl_userdir(_alpha3, r, rw, x, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, r, rw, x, wx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rw, x, wx) -> (0, 0, 1) OK
acl_userdir(_alpha2, r, rw, x, wx) -> (1, 1, 0) OK
acl_userdir(_alpha3, r, rw, x, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, r, rw, x, x) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rw, x, x) -> (0, 0, 1) OK
acl_userdir(_alpha2, r, rw, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha3, r, rw, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, r, rx, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, r, r) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha3, r, rx, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, r, rx, r, rw) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, r, rw) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, r, rw) -> (0, 1, 1) OK
acl_userdir(_alpha3, r, rx, r, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, r, rx, r, rx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, r, rx) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, r, rx) -> (0, 1, 1) OK
acl_userdir(_alpha3, r, rx, r, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, r, rx, r, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, r, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, r, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha3, r, rx, r, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, r, rx, r, w) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, r, w) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, r, w) -> (0, 1, 1) OK
acl_userdir(_alpha3, r, rx, r, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, r, rx, r, wx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, r, wx) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, r, wx) -> (0, 1, 1) OK
acl_userdir(_alpha3, r, rx, r, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, r, rx, r, x) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, r, x) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, r, x) -> (0, 1, 1) OK
acl_userdir(_alpha3, r, rx, r, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, r, rx, rw, r) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, rw, r) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, rw, r) -> (0, 0, 1) OK
acl_userdir(_alpha3, r, rx, rw, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, r, rx, rw, rw) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, rw, rw) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, rw, rw) -> (0, 0, 1) OK
acl_userdir(_alpha3, r, rx, rw, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, r, rx, rw, rx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, rw, rx) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, rw, rx) -> (0, 0, 1) OK
acl_userdir(_alpha3, r, rx, rw, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, r, rx, rw, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, rw, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, rw, rwx) -> (0, 0, 1) OK
acl_userdir(_alpha3, r, rx, rw, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, r, rx, rw, w) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, rw, w) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, rw, w) -> (0, 0, 1) OK
acl_userdir(_alpha3, r, rx, rw, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, r, rx, rw, wx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, rw, wx) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, rw, wx) -> (0, 0, 1) OK
acl_userdir(_alpha3, r, rx, rw, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, r, rx, rw, x) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, rw, x) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, rw, x) -> (0, 0, 1) OK
acl_userdir(_alpha3, r, rx, rw, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, r, rx, rx, r) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, rx, r) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, rx, r) -> (0, 1, 0) OK
acl_userdir(_alpha3, r, rx, rx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, r, rx, rx, rw) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, rx, rw) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, rx, rw) -> (0, 1, 0) OK
acl_userdir(_alpha3, r, rx, rx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, r, rx, rx, rx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha3, r, rx, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, r, rx, rx, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, rx, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, rx, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha3, r, rx, rx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, r, rx, rx, w) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, rx, w) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, rx, w) -> (0, 1, 0) OK
acl_userdir(_alpha3, r, rx, rx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, r, rx, rx, wx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, rx, wx) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, rx, wx) -> (0, 1, 0) OK
acl_userdir(_alpha3, r, rx, rx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, r, rx, rx, x) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, rx, x) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, rx, x) -> (0, 1, 0) OK
acl_userdir(_alpha3, r, rx, rx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, r, rx, rwx, r) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, rwx, r) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, rwx, r) -> (0, 0, 0) OK
acl_userdir(_alpha3, r, rx, rwx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, r, rx, rwx, rw) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, rwx, rw) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, rwx, rw) -> (0, 0, 0) OK
acl_userdir(_alpha3, r, rx, rwx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, r, rx, rwx, rx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, rwx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, rwx, rx) -> (0, 0, 0) OK
acl_userdir(_alpha3, r, rx, rwx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, r, rx, rwx, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, rwx, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha3, r, rx, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, r, rx, rwx, w) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, rwx, w) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, rwx, w) -> (0, 0, 0) OK
acl_userdir(_alpha3, r, rx, rwx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, r, rx, rwx, wx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, rwx, wx) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, rwx, wx) -> (0, 0, 0) OK
acl_userdir(_alpha3, r, rx, rwx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, r, rx, rwx, x) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, rwx, x) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, rwx, x) -> (0, 0, 0) OK
acl_userdir(_alpha3, r, rx, rwx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, r, rx, w, r) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, w, r) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, w, r) -> (1, 0, 1) OK
acl_userdir(_alpha3, r, rx, w, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, r, rx, w, rw) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, w, rw) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, w, rw) -> (1, 0, 1) OK
acl_userdir(_alpha3, r, rx, w, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, r, rx, w, rx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, w, rx) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, w, rx) -> (1, 0, 1) OK
acl_userdir(_alpha3, r, rx, w, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, r, rx, w, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, w, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, w, rwx) -> (1, 0, 1) OK
acl_userdir(_alpha3, r, rx, w, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, r, rx, w, w) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, w, w) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, w, w) -> (1, 0, 1) OK
acl_userdir(_alpha3, r, rx, w, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, r, rx, w, wx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, w, wx) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, w, wx) -> (1, 0, 1) OK
acl_userdir(_alpha3, r, rx, w, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, r, rx, w, x) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, w, x) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, w, x) -> (1, 0, 1) OK
acl_userdir(_alpha3, r, rx, w, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, r, rx, wx, r) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, wx, r) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, wx, r) -> (1, 0, 0) OK
acl_userdir(_alpha3, r, rx, wx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, r, rx, wx, rw) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, wx, rw) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, wx, rw) -> (1, 0, 0) OK
acl_userdir(_alpha3, r, rx, wx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, r, rx, wx, rx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, wx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, wx, rx) -> (1, 0, 0) OK
acl_userdir(_alpha3, r, rx, wx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, r, rx, wx, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, wx, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, wx, rwx) -> (1, 0, 0) OK
acl_userdir(_alpha3, r, rx, wx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, r, rx, wx, w) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, wx, w) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, wx, w) -> (1, 0, 0) OK
acl_userdir(_alpha3, r, rx, wx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, r, rx, wx, wx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, wx, wx) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, wx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha3, r, rx, wx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, r, rx, wx, x) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, wx, x) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, wx, x) -> (1, 0, 0) OK
acl_userdir(_alpha3, r, rx, wx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, r, rx, x, r) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, x, r) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, x, r) -> (1, 1, 0) OK
acl_userdir(_alpha3, r, rx, x, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, r, rx, x, rw) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, x, rw) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, x, rw) -> (1, 1, 0) OK
acl_userdir(_alpha3, r, rx, x, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, r, rx, x, rx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, x, rx) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, x, rx) -> (1, 1, 0) OK
acl_userdir(_alpha3, r, rx, x, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, r, rx, x, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, x, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, x, rwx) -> (1, 1, 0) OK
acl_userdir(_alpha3, r, rx, x, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, r, rx, x, w) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, x, w) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, x, w) -> (1, 1, 0) OK
acl_userdir(_alpha3, r, rx, x, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, r, rx, x, wx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, x, wx) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, x, wx) -> (1, 1, 0) OK
acl_userdir(_alpha3, r, rx, x, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, r, rx, x, x) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rx, x, x) -> (0, 1, 0) OK
acl_userdir(_alpha2, r, rx, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha3, r, rx, x, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, r, rwx, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, r, r) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha3, r, rwx, r, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, r, rwx, r, rw) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, r, rw) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, r, rw) -> (0, 1, 1) OK
acl_userdir(_alpha3, r, rwx, r, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, r, rwx, r, rx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, r, rx) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, r, rx) -> (0, 1, 1) OK
acl_userdir(_alpha3, r, rwx, r, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, r, rwx, r, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, r, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, r, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha3, r, rwx, r, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, r, rwx, r, w) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, r, w) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, r, w) -> (0, 1, 1) OK
acl_userdir(_alpha3, r, rwx, r, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, r, rwx, r, wx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, r, wx) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, r, wx) -> (0, 1, 1) OK
acl_userdir(_alpha3, r, rwx, r, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, r, rwx, r, x) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, r, x) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, r, x) -> (0, 1, 1) OK
acl_userdir(_alpha3, r, rwx, r, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, r, rwx, rw, r) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, rw, r) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, rw, r) -> (0, 0, 1) OK
acl_userdir(_alpha3, r, rwx, rw, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, r, rwx, rw, rw) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, rw, rw) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, rw, rw) -> (0, 0, 1) OK
acl_userdir(_alpha3, r, rwx, rw, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, r, rwx, rw, rx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, rw, rx) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, rw, rx) -> (0, 0, 1) OK
acl_userdir(_alpha3, r, rwx, rw, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, r, rwx, rw, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, rw, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, rw, rwx) -> (0, 0, 1) OK
acl_userdir(_alpha3, r, rwx, rw, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, r, rwx, rw, w) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, rw, w) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, rw, w) -> (0, 0, 1) OK
acl_userdir(_alpha3, r, rwx, rw, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, r, rwx, rw, wx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, rw, wx) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, rw, wx) -> (0, 0, 1) OK
acl_userdir(_alpha3, r, rwx, rw, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, r, rwx, rw, x) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, rw, x) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, rw, x) -> (0, 0, 1) OK
acl_userdir(_alpha3, r, rwx, rw, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, r, rwx, rx, r) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, rx, r) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, rx, r) -> (0, 1, 0) OK
acl_userdir(_alpha3, r, rwx, rx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, r, rwx, rx, rw) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, rx, rw) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, rx, rw) -> (0, 1, 0) OK
acl_userdir(_alpha3, r, rwx, rx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, r, rwx, rx, rx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, rx, rx) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha3, r, rwx, rx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, r, rwx, rx, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, rx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, rx, rwx) -> (0, 1, 0) OK
acl_userdir(_alpha3, r, rwx, rx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, r, rwx, rx, w) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, rx, w) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, rx, w) -> (0, 1, 0) OK
acl_userdir(_alpha3, r, rwx, rx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, r, rwx, rx, wx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, rx, wx) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, rx, wx) -> (0, 1, 0) OK
acl_userdir(_alpha3, r, rwx, rx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, r, rwx, rx, x) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, rx, x) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, rx, x) -> (0, 1, 0) OK
acl_userdir(_alpha3, r, rwx, rx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, r, rwx, rwx, r) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, rwx, r) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, rwx, r) -> (0, 0, 0) OK
acl_userdir(_alpha3, r, rwx, rwx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, r, rwx, rwx, rw) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, rwx, rw) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, rwx, rw) -> (0, 0, 0) OK
acl_userdir(_alpha3, r, rwx, rwx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, r, rwx, rwx, rx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, rwx, rx) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, rwx, rx) -> (0, 0, 0) OK
acl_userdir(_alpha3, r, rwx, rwx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, r, rwx, rwx, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha3, r, rwx, rwx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, r, rwx, rwx, w) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, rwx, w) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, rwx, w) -> (0, 0, 0) OK
acl_userdir(_alpha3, r, rwx, rwx, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, r, rwx, rwx, wx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, rwx, wx) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, rwx, wx) -> (0, 0, 0) OK
acl_userdir(_alpha3, r, rwx, rwx, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, r, rwx, rwx, x) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, rwx, x) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, rwx, x) -> (0, 0, 0) OK
acl_userdir(_alpha3, r, rwx, rwx, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, r, rwx, w, r) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, w, r) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, w, r) -> (1, 0, 1) OK
acl_userdir(_alpha3, r, rwx, w, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, r, rwx, w, rw) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, w, rw) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, w, rw) -> (1, 0, 1) OK
acl_userdir(_alpha3, r, rwx, w, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, r, rwx, w, rx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, w, rx) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, w, rx) -> (1, 0, 1) OK
acl_userdir(_alpha3, r, rwx, w, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, r, rwx, w, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, w, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, w, rwx) -> (1, 0, 1) OK
acl_userdir(_alpha3, r, rwx, w, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, r, rwx, w, w) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, w, w) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, w, w) -> (1, 0, 1) OK
acl_userdir(_alpha3, r, rwx, w, w) -> (1, 0, 1) OK
acl_userdir(_alpha0, r, rwx, w, wx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, w, wx) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, w, wx) -> (1, 0, 1) OK
acl_userdir(_alpha3, r, rwx, w, wx) -> (1, 0, 0) OK
acl_userdir(_alpha0, r, rwx, w, x) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, w, x) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, w, x) -> (1, 0, 1) OK
acl_userdir(_alpha3, r, rwx, w, x) -> (1, 1, 0) OK
acl_userdir(_alpha0, r, rwx, wx, r) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, wx, r) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, wx, r) -> (1, 0, 0) OK
acl_userdir(_alpha3, r, rwx, wx, r) -> (0, 1, 1) OK
acl_userdir(_alpha0, r, rwx, wx, rw) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, wx, rw) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, wx, rw) -> (1, 0, 0) OK
acl_userdir(_alpha3, r, rwx, wx, rw) -> (0, 0, 1) OK
acl_userdir(_alpha0, r, rwx, wx, rx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, wx, rx) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, wx, rx) -> (1, 0, 0) OK
acl_userdir(_alpha3, r, rwx, wx, rx) -> (0, 1, 0) OK
acl_userdir(_alpha0, r, rwx, wx, rwx) -> (0, 1, 1) OK
acl_userdir(_alpha1, r, rwx, wx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha2, r, rwx, wx, rwx) -> (1, 0, 0) OK
acl_userdir(_alpha3, r, rwx, wx, rwx) -> (0, 0, 0) OK
acl_userdir(_alpha0, r, rwx, wx, w) -> (0, 1, 1) OK
